HeroID,Class,Lane,Item1,Item2,Item3,Item4,Item5,Item6,TrueScore,NoisyScore,CombatPower
H001,Warrior,Mid,I095,I093,I045,I028,I053,I083,102.79,101.9,101.9
H001,Warrior,Mid,I019,I021,I024,I029,I079,I107,123.12,128.56,128.56
H001,Warrior,Mid,I025,I015,I024,I086,I103,,113.89,117.6,117.6
H001,Warrior,Mid,I007,I109,I097,I071,I060,I083,120.87,111.34,111.34
H001,Warrior,Mid,I010,I038,I086,I009,I033,I013,91.47,98.22,98.22
H001,Warrior,Mid,I093,I075,I063,I043,,,98.11,104.87,104.87
H001,Warrior,Mid,I017,I086,I084,I031,I013,,97.41,94.36,94.36
H001,Warrior,Mid,I080,I009,I025,I041,I063,,145.72,148.6,148.6
H001,Warrior,Mid,I043,I079,I085,I040,I089,,113.66,116.47,116.47
H001,Warrior,Mid,I020,I073,I047,I104,I041,I055,123.72,125.34,125.34
H001,Warrior,Mid,I001,I041,I032,I101,,,82.1,79.84,79.84
H001,Warrior,Mid,I092,I095,I083,I056,,,88.65,85.67,85.67
H001,Warrior,Mid,I108,I047,I018,I087,I094,,95.8,95.67,95.67
H001,Warrior,Mid,I062,I060,I058,I046,I100,,107.64,113.95,113.95
H001,Warrior,Mid,I063,I071,I014,I023,I083,,126.03,129.46,129.46
H001,Warrior,Mid,I011,I108,I036,I106,I018,I069,146.92,144.2,144.2
H001,Warrior,Mid,I034,I094,I081,I010,,,67.93,70.55,70.55
H001,Warrior,Mid,I010,I003,I109,I065,I081,I004,100.06,85.81,85.81
H001,Warrior,Mid,I075,I052,I099,I076,I028,I005,138.97,146.95,146.95
H001,Warrior,Mid,I034,I070,I061,I084,I100,I020,129.56,118.29,118.29
H001,Warrior,Mid,I051,I029,I099,I076,I094,,94.13,92.42,92.42
H001,Warrior,Mid,I018,I060,I065,I066,I012,,149.07,140.73,140.73
H001,Warrior,Mid,I047,I065,I002,I085,I031,,98.82,92.42,92.42
H001,Warrior,Mid,I088,I022,I097,I066,I018,I058,131.58,139.22,139.22
H001,Warrior,Mid,I023,I073,I085,I019,,,117.25,114.51,114.51
H001,Warrior,Mid,I094,I062,I046,I006,I029,I098,87.3,88.81,88.81
H001,Warrior,Mid,I030,I009,I034,I048,I006,,86.4,86.2,86.2
H001,Warrior,Mid,I027,I067,I102,I047,I050,I061,105.48,108.0,108.0
H001,Warrior,Mid,I006,I084,I042,I014,I091,,94.72,95.08,95.08
H001,Warrior,Mid,I082,I107,I036,I095,I034,I075,96.84,90.63,90.63
H001,Warrior,Mid,I073,I023,I049,I084,I047,I076,137.38,144.22,144.22
H001,Warrior,Mid,I107,I010,I067,I033,I049,I029,91.16,88.91,88.91
H001,Warrior,Mid,I052,I046,I105,I045,I063,I102,90.06,83.05,83.05
H001,Warrior,Mid,I078,I001,I065,I018,I057,,166.34,162.78,162.78
H001,Warrior,Mid,I030,I010,I066,I083,,,97.82,105.16,105.16
H001,Warrior,Mid,I028,I020,I024,I021,I047,,108.45,113.06,113.06
H001,Warrior,Mid,I092,I105,I016,I085,I030,I054,88.55,87.0,87.0
H001,Warrior,Mid,I093,I015,I062,I087,I027,,93.13,91.5,91.5
H001,Warrior,Mid,I021,I083,I107,I053,I003,I032,95.41,93.88,93.88
H001,Warrior,Mid,I017,I074,I076,I021,,,132.16,145.88,145.88
H001,Warrior,Mid,I081,I066,I006,I074,,,122.28,124.61,124.61
H001,Warrior,Mid,I008,I022,I034,I024,,,79.91,81.63,81.63
H001,Warrior,Mid,I052,I077,I073,I082,I003,I093,123.51,129.88,129.88
H001,Warrior,Mid,I085,I106,I037,I011,I028,I058,132.07,133.65,133.65
H001,Warrior,Mid,I061,I062,I022,I029,I107,I053,103.34,102.01,102.01
H001,Warrior,Mid,I019,I102,I075,I106,I099,I024,122.6,121.39,121.39
H001,Warrior,Mid,I085,I066,I034,I022,I093,I088,107.45,107.07,107.07
H001,Warrior,Mid,I059,I077,I076,I009,I030,,126.26,126.03,126.03
H001,Warrior,Mid,I050,I017,I014,I003,I026,,83.72,86.77,86.77
H001,Warrior,Mid,I065,I088,I054,I106,I020,I078,186.82,187.31,187.31
H001,Warrior,Mid,I023,I061,I079,I077,,,140.12,145.25,145.25
H001,Warrior,Mid,I101,I069,I065,I097,,,122.93,122.43,122.43
H001,Warrior,Mid,I012,I062,I085,I017,,,95.66,96.04,96.04
H001,Warrior,Mid,I070,I106,I001,I100,I087,I084,136.47,122.84,122.84
H001,Warrior,Mid,I067,I054,I048,I006,I090,,105.05,109.86,109.86
H001,Warrior,Mid,I055,I030,I103,I062,I102,I099,79.73,81.12,81.12
H001,Warrior,Mid,I045,I076,I103,I095,I098,,95.52,100.28,100.28
H001,Warrior,Mid,I074,I013,I055,I018,I033,I062,120.01,102.64,102.64
H001,Warrior,Mid,I011,I037,I077,I070,,,128.17,141.55,141.55
H001,Warrior,Mid,I033,I025,I001,I091,I096,,97.85,97.17,97.17
H001,Warrior,Mid,I074,I067,I016,I001,,,127.7,134.78,134.78
H001,Warrior,Mid,I084,I027,I089,I103,I041,,84.36,79.97,79.97
H001,Warrior,Mid,I047,I014,I020,I055,I084,,94.86,97.77,97.77
H001,Warrior,Mid,I033,I034,I069,I055,I073,I047,122.53,116.08,116.08
H001,Warrior,Mid,I036,I088,I051,I097,I027,I053,74.27,71.95,71.95
H001,Warrior,Mid,I101,I072,I062,I023,I048,I033,109.32,119.79,119.79
H001,Warrior,Mid,I074,I045,I100,I091,I051,,92.37,91.48,91.48
H001,Warrior,Mid,I018,I085,I016,I096,I030,I058,116.27,117.54,117.54
H001,Warrior,Mid,I021,I013,I028,I066,I052,I101,131.39,137.11,137.11
H001,Warrior,Mid,I103,I071,I079,I090,I088,,123.84,126.91,126.91
H001,Warrior,Mid,I007,I021,I050,I082,I001,I103,92.3,92.99,92.99
H001,Warrior,Mid,I106,I019,I061,I077,,,123.09,125.34,125.34
H001,Warrior,Mid,I012,I009,I034,I029,I048,,83.46,93.49,93.49
H001,Warrior,Mid,I078,I005,I093,I050,,,133.05,132.66,132.66
H001,Warrior,Mid,I079,I084,I067,I037,I092,,130.98,132.3,132.3
H001,Warrior,Mid,I008,I100,I105,I023,I082,I064,113.35,119.3,119.3
H001,Warrior,Mid,I002,I026,I109,I085,I103,,74.8,78.93,78.93
H001,Warrior,Mid,I037,I025,I005,I101,I077,I066,145.24,153.86,153.86
H001,Warrior,Mid,I090,I030,I079,I022,I087,I005,130.12,134.27,134.27
H001,Warrior,Mid,I031,I084,I001,I021,I012,,94.6,89.2,89.2
H001,Warrior,Mid,I100,I052,I046,I086,I051,,77.18,83.48,83.48
H001,Warrior,Mid,I076,I026,I067,I002,I095,,115.68,109.05,109.05
H001,Warrior,Mid,I009,I012,I071,I037,I093,I107,104.37,105.95,105.95
H001,Warrior,Mid,I075,I045,I105,I036,I029,I078,153.8,147.99,147.99
H001,Warrior,Mid,I059,I052,I074,I001,,,98.08,97.76,97.76
H001,Warrior,Mid,I023,I053,I065,I014,I072,,138.62,140.9,140.9
H001,Warrior,Mid,I065,I038,I044,I015,,,109.45,111.21,111.21
H001,Warrior,Mid,I033,I069,I105,I102,I074,I089,125.08,127.71,127.71
H001,Warrior,Mid,I049,I073,I062,I099,I032,,101.74,109.95,109.95
H001,Warrior,Mid,I100,I059,I088,I076,I004,,98.97,101.22,101.22
H001,Warrior,Mid,I015,I034,I009,I049,I082,,93.78,92.64,92.64
H001,Warrior,Mid,I087,I090,I030,I103,,,73.12,76.64,76.64
H001,Warrior,Mid,I053,I046,I067,I069,I002,,125.14,132.58,132.58
H001,Warrior,Mid,I107,I034,I032,I037,I012,I052,79.43,74.55,74.55
H001,Warrior,Mid,I096,I106,I044,I010,I071,I023,121.71,125.35,125.35
H001,Warrior,Mid,I041,I046,I028,I074,I035,,118.16,122.3,122.3
H001,Warrior,Mid,I096,I088,I025,I064,,,121.93,120.12,120.12
H001,Warrior,Mid,I026,I031,I095,I034,I027,I030,66.64,71.22,71.22
H001,Warrior,Mid,I107,I032,I108,I080,,,99.23,98.49,98.49
H001,Warrior,Mid,I020,I100,I014,I016,I011,,109.5,110.19,110.19
H001,Warrior,Mid,I085,I064,I079,I001,I098,I070,172.93,171.43,171.43
H001,Warrior,Mid,I109,I062,I048,I080,,,101.22,101.3,101.3
H001,Warrior,Mid,I064,I074,I036,I063,I024,,124.05,117.25,117.25
H001,Warrior,Mid,I036,I051,I029,I097,I074,I017,97.77,90.73,90.73
H001,Warrior,Mid,I068,I103,I055,I062,,,84.81,91.57,91.57
H001,Warrior,Mid,I005,I065,I045,I051,I088,I100,103.09,98.72,98.72
H001,Warrior,Mid,I059,I016,I090,I067,,,111.88,106.34,106.34
H001,Warrior,Mid,I041,I089,I002,I087,I027,,84.43,75.34,75.34
H001,Warrior,Mid,I075,I013,I042,I047,I079,,138.72,134.28,134.28
H001,Warrior,Mid,I024,I071,I034,I031,I035,,87.7,81.9,81.9
H001,Warrior,Mid,I079,I044,I047,I024,I064,,132.65,143.54,143.54
H001,Warrior,Mid,I027,I054,I090,I097,I048,,69.95,73.49,73.49
H001,Warrior,Mid,I052,I036,I058,I024,I074,,108.94,105.19,105.19
H001,Warrior,Mid,I074,I088,I030,I105,,,88.96,98.98,98.98
H001,Warrior,Mid,I093,I035,I103,I031,,,66.12,69.37,69.37
H001,Warrior,Mid,I056,I049,I026,I019,I103,I095,86.88,85.46,85.46
H001,Warrior,Mid,I061,I104,I002,I023,,,85.59,74.9,74.9
H001,Warrior,Mid,I064,I018,I109,I081,I067,,135.46,150.98,150.98
H001,Warrior,Mid,I093,I041,I101,I063,I039,I033,90.64,84.34,84.34
H001,Warrior,Mid,I073,I007,I051,I013,I089,I021,121.73,111.72,111.72
H001,Warrior,Mid,I028,I105,I033,I061,,,90.8,95.44,95.44
H001,Warrior,Mid,I013,I058,I096,I043,I034,I047,100.12,112.33,112.33
H001,Warrior,Mid,I072,I104,I033,I045,I003,,92.12,98.5,98.5
H001,Warrior,Mid,I016,I045,I087,I078,I026,,148.76,152.95,152.95
H001,Warrior,Mid,I074,I084,I069,I023,I100,I037,134.21,138.2,138.2
H001,Warrior,Mid,I042,I087,I066,I063,I100,,104.51,108.97,108.97
H001,Warrior,Mid,I058,I011,I049,I079,I037,I060,140.75,146.09,146.09
H001,Warrior,Mid,I019,I022,I082,I104,I044,I054,102.0,103.43,103.43
H001,Warrior,Mid,I079,I074,I052,I109,I010,I011,135.81,136.51,136.51
H001,Warrior,Mid,I044,I030,I041,I084,,,87.88,87.6,87.6
H001,Warrior,Mid,I091,I035,I078,I083,I051,,139.25,134.0,134.0
H001,Warrior,Mid,I057,I100,I047,I096,I076,,93.1,91.8,91.8
H001,Warrior,Mid,I058,I053,I022,I024,I003,I017,110.98,101.58,101.58
H001,Warrior,Mid,I031,I085,I033,I096,I090,I011,80.39,79.99,79.99
H001,Warrior,Mid,I022,I051,I014,I013,,,102.65,97.58,97.58
H001,Warrior,Mid,I061,I071,I007,I004,,,97.65,92.26,92.26
H001,Warrior,Mid,I068,I098,I011,I014,I034,,92.09,92.91,92.91
H001,Warrior,Mid,I020,I011,I084,I050,I040,I030,98.2,105.03,105.03
H001,Warrior,Mid,I095,I037,I057,I081,,,67.94,71.05,71.05
H001,Warrior,Mid,I017,I068,I108,I022,,,110.55,101.87,101.87
H001,Warrior,Mid,I005,I085,I046,I042,,,80.46,76.48,76.48
H001,Warrior,Mid,I060,I070,I035,I071,I057,,136.83,143.27,143.27
H001,Warrior,Mid,I090,I070,I023,I076,,,141.03,134.11,134.11
H001,Warrior,Mid,I059,I081,I096,I082,I073,I056,119.65,118.31,118.31
H001,Warrior,Mid,I082,I069,I040,I045,I062,I070,153.75,157.98,157.98
H001,Warrior,Mid,I104,I012,I057,I040,,,80.13,76.26,76.26
H001,Warrior,Mid,I053,I034,I020,I039,I002,,87.6,88.06,88.06
H001,Warrior,Mid,I067,I105,I098,I109,,,96.06,89.65,89.65
H001,Warrior,Mid,I045,I037,I061,I069,,,105.65,102.47,102.47
H001,Warrior,Mid,I089,I063,I097,I062,,,82.86,84.18,84.18
H001,Warrior,Mid,I002,I099,I056,I103,I038,,77.65,71.46,71.46
H001,Warrior,Mid,I030,I102,I001,I071,I048,I025,126.32,129.1,129.1
H001,Warrior,Mid,I072,I056,I051,I032,I021,,111.19,111.08,111.08
H001,Warrior,Mid,I095,I083,I050,I107,I049,I029,82.28,84.55,84.55
H001,Warrior,Mid,I011,I055,I081,I031,I067,,97.78,98.87,98.87
H001,Warrior,Mid,I104,I089,I088,I035,I037,I084,74.95,80.06,80.06
H001,Warrior,Mid,I069,I104,I035,I053,I025,I009,141.31,142.19,142.19
H001,Warrior,Mid,I018,I038,I015,I082,,,98.13,96.02,96.02
H001,Warrior,Mid,I080,I058,I035,I090,I063,,116.44,117.15,117.15
H001,Warrior,Mid,I042,I003,I020,I007,,,86.14,88.48,88.48
H001,Warrior,Mid,I003,I024,I014,I037,I035,I017,82.69,82.89,82.89
H001,Warrior,Mid,I057,I094,I002,I030,I012,I020,88.76,88.94,88.94
H001,Warrior,Mid,I064,I028,I044,I054,,,111.75,107.83,107.83
H001,Warrior,Mid,I101,I103,I064,I048,I060,,110.0,106.35,106.35
H001,Warrior,Mid,I102,I005,I043,I011,I108,I097,97.75,90.89,90.89
H001,Warrior,Mid,I008,I035,I100,I051,,,67.58,73.49,73.49
H001,Warrior,Mid,I070,I061,I024,I025,,,137.68,129.12,129.12
H001,Warrior,Mid,I105,I049,I107,I002,I016,,84.92,81.98,81.98
H001,Warrior,Mid,I032,I050,I099,I057,I095,I005,73.68,71.03,71.03
H001,Warrior,Mid,I059,I095,I099,I013,,,83.69,87.43,87.43
H001,Warrior,Mid,I086,I027,I061,I050,I088,I040,84.77,83.51,83.51
H001,Warrior,Mid,I021,I081,I094,I006,I096,,91.6,97.31,97.31
H001,Warrior,Mid,I067,I016,I033,I062,I082,I039,121.06,116.98,116.98
H001,Warrior,Mid,I047,I007,I086,I028,,,91.27,92.54,92.54
H001,Warrior,Mid,I031,I082,I056,I042,,,87.25,83.61,83.61
H001,Warrior,Mid,I022,I102,I036,I075,,,107.92,119.5,119.5
H001,Warrior,Mid,I051,I102,I032,I002,,,71.92,67.65,67.65
H001,Warrior,Mid,I075,I101,I089,I061,,,94.84,96.3,96.3
H001,Warrior,Mid,I077,I020,I048,I099,I012,I032,112.37,115.93,115.93
H001,Warrior,Mid,I064,I012,I088,I080,,,122.04,124.57,124.57
H001,Warrior,Mid,I098,I081,I008,I046,I083,,80.76,80.01,80.01
H001,Warrior,Mid,I090,I069,I102,I014,,,111.83,111.1,111.1
H001,Warrior,Mid,I063,I030,I041,I072,,,108.53,108.77,108.77
H001,Warrior,Mid,I097,I045,I104,I057,I094,I025,101.5,100.75,100.75
H001,Warrior,Mid,I089,I049,I046,I093,,,67.05,70.28,70.28
H001,Warrior,Mid,I033,I006,I063,I091,,,85.24,94.66,94.66
H001,Warrior,Mid,I072,I038,I070,I090,I063,,134.56,130.81,130.81
H001,Warrior,Mid,I073,I024,I070,I045,,,130.93,121.96,121.96
H001,Warrior,Mid,I094,I060,I036,I107,I077,,104.15,103.69,103.69
H001,Warrior,Mid,I021,I009,I068,I020,I058,I038,129.17,145.83,145.83
H001,Warrior,Mid,I070,I047,I059,I001,I100,,110.47,106.03,106.03
H001,Warrior,Mid,I065,I049,I094,I024,I003,I080,114.48,123.86,123.86
H001,Warrior,Mid,I100,I080,I031,I042,I093,,90.81,98.43,98.43
H001,Warrior,Mid,I085,I069,I105,I050,,,105.62,102.7,102.7
H001,Warrior,Mid,I068,I088,I064,I099,,,103.93,106.89,106.89
H001,Warrior,Mid,I020,I079,I037,I042,I053,I083,136.95,148.11,148.11
H001,Warrior,Mid,I015,I013,I067,I085,I009,,127.73,125.31,125.31
H001,Warrior,Mid,I107,I017,I023,I005,,,90.53,89.6,89.6
H001,Warrior,Mid,I014,I063,I025,I013,,,124.64,121.01,121.01
H001,Warrior,Mid,I074,I083,I108,I050,,,112.5,106.79,106.79
H001,Warrior,Mid,I063,I068,I080,I090,I076,I033,136.46,132.03,132.03
H001,Warrior,Mid,I047,I029,I078,I092,,,125.48,117.8,117.8
H001,Warrior,Mid,I002,I027,I084,I063,,,79.25,79.39,79.39
H001,Warrior,Mid,I060,I103,I082,I008,,,86.03,82.72,82.72
H001,Warrior,Mid,I072,I096,I054,I106,I048,,109.27,110.54,110.54
H001,Warrior,Mid,I008,I106,I079,I035,I068,I006,145.95,134.6,134.6
H001,Warrior,Mid,I010,I107,I039,I028,I067,I013,121.15,123.15,123.15
H001,Warrior,Mid,I093,I030,I069,I050,,,97.35,101.41,101.41
H001,Warrior,Mid,I025,I068,I085,I032,,,111.8,100.66,100.66
H001,Warrior,Mid,I081,I023,I072,I096,I054,I014,109.25,111.29,111.29
H001,Warrior,Mid,I074,I046,I087,I059,I090,I086,108.02,114.65,114.65
H001,Warrior,Mid,I014,I022,I102,I024,I071,,115.21,108.24,108.24
H001,Warrior,Mid,I065,I044,I085,I021,I069,,142.5,154.42,154.42
H001,Warrior,Mid,I057,I046,I041,I071,I042,I109,107.89,110.15,110.15
H001,Warrior,Mid,I053,I098,I082,I056,I106,,110.55,106.65,106.65
H001,Warrior,Mid,I042,I078,I031,I073,I070,I028,207.76,207.18,207.18
H001,Warrior,Mid,I099,I071,I096,I033,I047,,87.09,89.52,89.52
H001,Warrior,Mid,I058,I051,I001,I093,I005,,93.25,93.6,93.6
H001,Warrior,Mid,I077,I003,I067,I018,I039,,124.14,127.49,127.49
H001,Warrior,Mid,I039,I029,I028,I041,,,96.44,92.0,92.0
H001,Warrior,Mid,I099,I106,I089,I036,,,87.36,88.1,88.1
H001,Warrior,Mid,I066,I072,I074,I020,I013,I005,162.72,151.21,151.21
H001,Warrior,Mid,I046,I020,I018,I034,I047,,94.16,93.63,93.63
H001,Warrior,Mid,I032,I030,I033,I104,I039,I012,78.33,74.79,74.79
H001,Warrior,Mid,I052,I073,I028,I094,I010,I093,111.76,107.65,107.65
H001,Warrior,Mid,I102,I062,I023,I063,I106,,120.03,127.45,127.45
H001,Warrior,Mid,I090,I074,I105,I013,I077,I083,138.11,145.65,145.65
H001,Warrior,Mid,I005,I094,I104,I074,I049,,96.28,99.21,99.21
H001,Warrior,Mid,I100,I008,I099,I043,,,68.43,64.69,64.69
H001,Warrior,Mid,I105,I056,I054,I016,I099,,94.44,92.95,92.95
H001,Warrior,Mid,I096,I084,I109,I078,,,135.06,143.25,143.25
H001,Warrior,Mid,I082,I100,I081,I049,,,75.72,76.26,76.26
H001,Warrior,Mid,I040,I068,I006,I041,,,105.8,118.07,118.07
H001,Warrior,Mid,I073,I020,I042,I065,I090,I029,139.61,142.36,142.36
H001,Warrior,Mid,I007,I087,I094,I051,,,76.07,76.8,76.8
H001,Warrior,Mid,I097,I077,I074,I065,I012,,144.03,141.8,141.8
H001,Warrior,Mid,I056,I038,I101,I051,,,80.44,80.98,80.98
H001,Warrior,Mid,I017,I044,I011,I061,,,89.03,88.35,88.35
H001,Warrior,Mid,I096,I007,I071,I052,I034,I011,99.32,102.84,102.84
H001,Warrior,Mid,I065,I056,I100,I090,I017,,114.17,119.63,119.63
H001,Warrior,Mid,I062,I072,I026,I063,,,103.74,99.66,99.66
H001,Warrior,Mid,I084,I074,I026,I072,I079,,149.61,139.65,139.65
H001,Warrior,Mid,I068,I032,I010,I035,I100,I056,89.53,81.31,81.31
H001,Warrior,Mid,I088,I074,I012,I015,I086,,114.49,117.4,117.4
H001,Warrior,Mid,I055,I047,I045,I025,I042,,101.91,96.29,96.29
H001,Warrior,Mid,I077,I084,I004,I099,I040,,97.78,87.25,87.25
H001,Warrior,Mid,I045,I079,I106,I103,,,124.46,126.88,126.88
H001,Warrior,Mid,I080,I019,I057,I006,I105,,109.57,123.23,123.23
H001,Warrior,Mid,I026,I088,I048,I020,,,81.31,81.28,81.28
H001,Warrior,Mid,I011,I015,I095,I007,I032,I080,109.29,113.87,113.87
H001,Warrior,Mid,I107,I105,I037,I002,,,69.4,69.68,69.68
H001,Warrior,Mid,I089,I103,I015,I040,I058,,100.0,99.5,99.5
H001,Warrior,Mid,I003,I043,I027,I095,I069,,97.86,102.36,102.36
H001,Warrior,Mid,I027,I070,I067,I097,,,124.77,122.96,122.96
H001,Warrior,Mid,I071,I062,I080,I094,I019,,125.02,126.69,126.69
H001,Warrior,Mid,I090,I086,I003,I049,I075,I085,101.82,103.46,103.46
H001,Warrior,Mid,I006,I033,I022,I008,I037,I026,91.93,88.86,88.86
H001,Warrior,Mid,I080,I035,I007,I060,I084,I002,111.36,116.89,116.89
H001,Warrior,Mid,I050,I085,I035,I047,,,74.64,73.99,73.99
H001,Warrior,Mid,I003,I038,I084,I050,,,73.83,71.04,71.04
H001,Warrior,Mid,I049,I066,I091,I013,,,99.87,102.54,102.54
H001,Warrior,Mid,I063,I077,I069,I012,I024,,133.94,127.92,127.92
H001,Warrior,Mid,I065,I059,I072,I092,,,118.87,119.03,119.03
H001,Warrior,Mid,I006,I032,I068,I040,,,92.0,91.96,91.96
H001,Warrior,Mid,I063,I051,I096,I021,I003,,87.27,92.01,92.01
H001,Warrior,Mid,I088,I046,I081,I039,I031,,71.01,72.7,72.7
H001,Warrior,Mid,I036,I104,I008,I081,I033,I050,74.25,74.16,74.16
H001,Warrior,Mid,I072,I036,I029,I020,,,102.16,106.33,106.33
H001,Warrior,Mid,I051,I085,I018,I012,I094,,93.9,100.43,100.43
H001,Warrior,Mid,I067,I087,I079,I081,I088,,132.84,136.54,136.54
H001,Warrior,Mid,I054,I031,I074,I020,,,101.56,101.61,101.61
H001,Warrior,Mid,I040,I078,I043,I058,I070,,185.25,173.1,173.1
H001,Warrior,Mid,I027,I084,I018,I075,,,104.29,98.74,98.74
H001,Warrior,Mid,I088,I103,I026,I018,I040,I089,81.25,80.01,80.01
H001,Warrior,Mid,I068,I018,I056,I099,I019,I084,116.13,112.6,112.6
H001,Warrior,Mid,I021,I041,I009,I072,I069,I093,148.9,147.51,147.51
H001,Warrior,Mid,I024,I041,I108,I019,,,99.15,99.43,99.43
H001,Warrior,Mid,I004,I098,I041,I053,I039,I057,87.83,90.16,90.16
H001,Warrior,Mid,I106,I082,I095,I036,I020,I100,109.47,109.08,109.08
H001,Warrior,Mid,I014,I017,I024,I004,,,82.42,84.43,84.43
H001,Warrior,Mid,I079,I035,I078,I073,I030,I077,209.82,210.5,210.5
H001,Warrior,Mid,I030,I088,I004,I046,,,66.81,60.21,60.21
H001,Warrior,Mid,I089,I100,I062,I018,,,86.38,82.32,82.32
H001,Warrior,Mid,I109,I078,I061,I092,I084,I048,144.55,143.51,143.51
H001,Warrior,Mid,I050,I063,I061,I018,,,95.66,89.87,89.87
H001,Warrior,Mid,I025,I029,I005,I053,,,106.03,109.22,109.22
H001,Warrior,Mid,I035,I053,I029,I096,,,71.66,77.14,77.14
H001,Warrior,Mid,I026,I097,I027,I009,I023,I057,83.75,88.85,88.85
H001,Warrior,Mid,I063,I089,I042,I059,I032,I055,82.7,81.82,81.82
H001,Warrior,Mid,I100,I006,I078,I095,I106,,157.87,169.64,169.64
H001,Warrior,Mid,I093,I041,I051,I079,I096,,116.67,117.54,117.54
H001,Warrior,Mid,I077,I069,I068,I083,I091,I101,141.35,138.97,138.97
H001,Warrior,Mid,I067,I014,I058,I059,,,120.86,117.15,117.15
H001,Warrior,Mid,I032,I067,I069,I051,,,119.85,118.04,118.04
H001,Warrior,Mid,I006,I072,I050,I067,I098,I081,127.89,125.41,125.41
H001,Warrior,Mid,I025,I038,I057,I051,,,96.95,97.78,97.78
H001,Warrior,Mid,I100,I106,I037,I060,I022,,116.14,117.08,117.08
H001,Warrior,Mid,I038,I079,I007,I089,I067,,129.19,129.21,129.21
H001,Warrior,Mid,I060,I107,I083,I058,,,110.6,113.02,113.02
H001,Warrior,Mid,I093,I065,I015,I024,,,105.19,111.45,111.45
H001,Warrior,Mid,I090,I070,I018,I051,I053,I042,126.82,132.84,132.84
H001,Warrior,Mid,I004,I023,I059,I076,I092,,109.97,101.8,101.8
H001,Warrior,Mid,I059,I012,I033,I042,,,82.4,71.88,71.88
H001,Warrior,Mid,I084,I092,I102,I021,I094,I016,103.45,108.28,108.28
H001,Warrior,Mid,I015,I091,I058,I082,,,102.91,95.87,95.87
H001,Warrior,Mid,I011,I068,I091,I050,I094,,85.52,84.56,84.56
H001,Warrior,Mid,I079,I021,I049,I071,I006,I099,146.4,137.83,137.83
H001,Warrior,Mid,I043,I073,I085,I020,,,115.16,104.78,104.78
H001,Warrior,Mid,I019,I023,I099,I092,,,85.19,87.5,87.5
H001,Warrior,Mid,I054,I040,I094,I099,,,69.05,71.67,71.67
H001,Warrior,Mid,I037,I081,I024,I016,I017,,90.63,88.02,88.02
H001,Warrior,Mid,I001,I080,I098,I033,,,89.03,77.5,77.5
H001,Warrior,Mid,I059,I064,I070,I104,,,136.32,132.6,132.6
H001,Warrior,Mid,I078,I064,I031,I028,,,168.7,172.0,172.0
H001,Warrior,Mid,I085,I061,I059,I053,I057,I011,95.38,88.33,88.33
H001,Warrior,Mid,I077,I001,I032,I071,I036,I080,132.55,133.77,133.77
H001,Warrior,Mid,I072,I105,I106,I027,I007,I024,113.96,113.87,113.87
H001,Warrior,Mid,I008,I084,I045,I005,,,79.6,81.91,81.91
H001,Warrior,Mid,I005,I086,I074,I108,,,109.8,110.46,110.46
H001,Warrior,Mid,I039,I043,I012,I007,I014,I054,91.11,86.68,86.68
H001,Warrior,Mid,I021,I087,I037,I079,,,118.25,125.32,125.32
H001,Warrior,Mid,I089,I090,I077,I074,I101,I072,133.83,132.76,132.76
H001,Warrior,Mid,I059,I096,I075,I047,,,93.09,92.96,92.96
H001,Warrior,Mid,I012,I099,I039,I042,,,79.11,75.41,75.41
H001,Warrior,Mid,I049,I105,I009,I098,I055,,76.12,74.44,74.44
H001,Warrior,Mid,I009,I038,I061,I018,I016,I089,107.88,103.11,103.11
H001,Warrior,Mid,I043,I068,I053,I027,I090,,88.38,87.62,87.62
H001,Warrior,Mid,I079,I008,I014,I074,,,130.8,141.99,141.99
H001,Warrior,Mid,I081,I068,I012,I062,I093,I089,97.78,91.07,91.07
H001,Warrior,Mid,I101,I091,I037,I055,I078,I109,131.02,120.45,120.45
H001,Warrior,Mid,I034,I068,I074,I080,I046,,121.07,129.98,129.98
H001,Warrior,Mid,I079,I073,I064,I067,,,178.43,176.57,176.57
H001,Warrior,Mid,I081,I064,I104,I024,I079,I030,133.98,129.5,129.5
H001,Warrior,Mid,I038,I025,I001,I016,I004,I060,129.44,136.17,136.17
H001,Warrior,Mid,I102,I016,I095,I109,I027,I103,90.16,87.43,87.43
H001,Warrior,Mid,I054,I053,I006,I043,I045,I072,110.31,120.38,120.38
H001,Warrior,Mid,I028,I002,I082,I026,I089,I037,88.91,91.93,91.93
H001,Warrior,Mid,I102,I009,I040,I039,I065,,110.6,107.9,107.9
H001,Warrior,Mid,I042,I099,I001,I015,I088,I043,87.72,97.18,97.18
H001,Warrior,Mid,I051,I093,I073,I079,I004,,130.85,126.89,126.89
H001,Warrior,Mid,I025,I043,I107,I044,,,102.8,106.61,106.61
H001,Warrior,Mid,I062,I061,I103,I005,I083,I018,110.84,112.5,112.5
H001,Warrior,Mid,I020,I081,I059,I069,I043,,121.07,128.96,128.96
H001,Warrior,Mid,I101,I105,I053,I096,I008,,75.06,80.91,80.91
H001,Warrior,Mid,I039,I073,I093,I087,I041,I072,134.85,135.07,135.07
H001,Warrior,Mid,I003,I027,I074,I088,I043,I103,89.29,85.93,85.93
H001,Warrior,Mid,I009,I020,I036,I108,I004,,101.32,103.65,103.65
H001,Warrior,Mid,I049,I081,I069,I108,I022,,125.03,120.79,120.79
